date,date_block_num,shop_id,item_id,item_price,item_cnt_day
2013-03-08,7,28,6584,549.0,1.0
2013-05-08,7,27,6584,549.0,1.0
2013-10-08,7,27,6584,549.0,1.0
2013-12-08,7,27,6584,549.0,1.0
2013-07-08,7,3,6584,549.0,1.0
2013-08-26,7,2,6584,549.0,1.0
2013-08-20,7,4,6584,549.0,1.0
2013-08-30,7,15,6584,549.0,1.0
2013-08-20,7,7,6584,549.0,1.0
2013-03-09,8,51,6584,399.0,1.0
2013-09-22,8,51,6584,399.0,1.0
2013-09-18,8,42,6584,549.0,1.0
2013-01-09,8,46,6584,549.0,1.0
2013-08-09,8,43,6584,549.0,1.0
2013-09-15,8,22,6584,549.0,1.0
2013-09-29,8,19,6584,549.0,1.0
2013-03-09,8,7,6584,549.0,1.0
2013-09-23,8,16,6584,549.0,1.0
2013-09-24,8,12,6584,549.0,1.0
2013-09-21,8,35,6584,521.55,1.0
2013-09-22,8,31,6584,549.0,1.0
2013-09-21,8,31,6584,549.0,1.0
2013-12-09,8,31,6584,549.0,1.0
2013-08-09,8,31,6584,549.0,1.0
2013-05-09,8,31,6584,549.0,1.0
2013-04-09,8,44,6584,549.0,1.0
2013-07-09,8,38,6584,549.0,1.0
2013-09-17,8,27,6584,549.0,1.0
2013-09-15,8,27,6584,549.0,1.0
2013-09-28,8,27,6584,549.0,1.0
2013-09-28,8,28,6584,549.0,2.0
2013-09-24,8,28,6584,549.0,1.0
2013-08-09,8,28,6584,549.0,1.0
2013-11-09,8,57,6584,549.0,1.0
2013-09-28,8,57,6584,549.0,1.0
2013-10-09,8,54,6584,549.0,1.0
2013-09-19,8,54,6584,549.0,1.0
2013-09-22,8,54,6584,549.0,1.0
2013-09-26,8,54,6584,549.0,1.0
2013-09-27,8,54,6584,549.0,1.0
2013-07-09,8,56,6584,549.0,1.0
2013-10-22,9,44,6584,549.0,1.0
2013-10-26,9,37,6584,549.0,1.0
2013-10-22,9,46,6584,549.0,1.0
2013-10-20,9,46,6584,549.0,1.0
2013-01-10,9,46,6584,549.0,1.0
2013-10-26,9,31,6584,549.0,1.0
2013-01-10,9,31,6584,549.0,1.0
2013-10-13,9,30,6584,549.0,1.0
2013-10-25,9,21,6584,549.0,1.0
2013-10-16,9,22,6584,549.0,1.0
2013-10-30,9,25,6584,549.0,1.0
2013-10-25,9,25,6584,549.0,1.0
2013-10-20,9,25,6584,549.0,1.0
2013-10-19,9,25,6584,549.0,1.0
2013-04-10,9,25,6584,549.0,1.0
2013-10-19,9,58,6584,549.0,1.0
2013-10-24,9,58,6584,549.0,1.0
2013-05-10,9,57,6584,549.0,1.0
2013-05-10,9,7,6584,549.0,1.0
2013-05-10,9,9,6584,549.0,1.0
2013-06-10,9,27,6584,549.0,1.0
2013-10-26,9,27,6584,549.0,1.0
2013-10-25,9,27,6584,549.0,1.0
2013-12-10,9,27,6584,549.0,1.0
2013-10-20,9,26,6584,549.0,1.0
2013-01-10,9,26,6584,549.0,1.0
2013-05-10,9,16,6584,549.0,1.0
2013-10-27,9,28,6584,549.0,1.0
2013-10-26,9,28,6584,549.0,1.0
2013-10-24,9,28,6584,549.0,1.0
2013-10-20,9,28,6584,549.0,1.0
2013-10-19,9,28,6584,549.0,1.0
2013-10-15,9,28,6584,549.0,1.0
2013-09-10,9,28,6584,549.0,1.0
2013-02-11,10,28,6584,549.0,1.0
2013-04-11,10,28,6584,549.0,1.0
2013-08-11,10,28,6584,549.0,1.0
2013-10-11,10,28,6584,549.0,1.0
2013-04-11,10,30,6584,549.0,1.0
2013-09-11,10,27,6584,549.0,1.0
2013-11-16,10,27,6584,549.0,1.0
2013-06-11,10,35,6584,549.0,1.0
2013-11-30,10,35,6584,549.0,1.0
2013-11-14,10,31,6584,549.0,1.0
2013-11-24,10,31,6584,549.0,1.0
2013-05-11,10,6,6584,549.0,1.0
2013-08-11,10,21,6584,549.0,1.0
2013-11-19,10,25,6584,549.0,1.0
2013-11-21,10,25,6584,549.0,1.0
2013-04-11,10,17,6584,549.0,1.0
2013-10-11,10,19,6584,549.0,1.0
2013-02-11,10,56,6584,549.0,1.0
2013-02-11,10,54,6584,549.0,1.0
2013-11-17,10,54,6584,549.0,1.0
2013-09-11,10,58,6584,549.0,1.0
2013-06-11,10,42,6584,549.0,1.0
2013-06-11,10,44,6584,549.0,1.0
2013-12-15,11,26,6584,549.0,1.0
2013-02-12,11,28,6584,549.0,1.0
2013-01-12,11,7,6584,549.0,1.0
2013-07-12,11,16,6584,549.0,1.0
2013-02-12,11,54,6584,549.0,1.0
2013-01-12,11,54,6584,549.0,1.0
2013-06-12,11,57,6584,549.0,1.0
2013-12-27,11,35,6584,549.0,1.0
2013-04-12,11,46,6584,549.0,1.0
2013-04-01,0,19,22092,109.0,2.0
2013-08-01,0,19,22092,109.0,1.0
2013-02-01,0,18,22092,109.0,4.0
2013-06-01,0,18,22092,109.0,1.0
2013-10-01,0,18,22092,109.0,1.0
2013-01-15,0,18,22092,109.0,1.0
2013-01-18,0,18,22092,109.0,1.0
2013-01-19,0,18,22092,109.0,1.0
2013-01-17,0,22,22092,109.0,1.0
2013-02-01,0,27,22092,109.0,2.0
2013-03-01,0,27,22092,109.0,1.0
2013-05-01,0,27,22092,109.0,3.0
2013-07-01,0,27,22092,109.0,2.0
2013-01-20,0,27,22092,109.0,3.0
2013-01-22,0,27,22092,109.0,2.0
2013-01-28,0,27,22092,109.0,1.0
2013-01-01,0,28,22092,109.0,4.0
2013-02-01,0,28,22092,109.0,2.0
2013-08-01,0,28,22092,109.0,2.0
2013-02-01,0,26,22092,109.0,2.0
2013-02-01,0,25,22092,109.0,4.0
2013-04-01,0,25,22092,109.0,1.0
2013-01-19,0,25,22092,109.0,1.0
2013-01-21,0,25,22092,109.0,1.0
2013-01-29,0,25,22092,87.2,10.0
2013-01-20,0,4,22092,109.0,2.0
2013-02-01,0,2,22092,109.0,2.0
2013-05-01,0,2,22092,109.0,2.0
2013-02-01,0,6,22092,109.0,4.0
2013-03-01,0,6,22092,109.0,3.0
2013-05-01,0,6,22092,109.0,1.0
2013-07-01,0,6,22092,109.0,4.0
2013-12-01,0,6,22092,109.0,3.0
2013-01-16,0,6,22092,109.0,1.0
2013-01-27,0,6,22092,109.0,1.0
2013-06-01,0,1,22092,64.0,1.0
2013-08-01,0,1,22092,64.0,1.0
2013-11-01,0,1,22092,64.0,1.0
2013-03-01,0,0,22092,64.0,2.0
2013-04-01,0,0,22092,64.0,1.0
2013-05-01,0,0,22092,64.0,2.0
2013-06-01,0,0,22092,64.0,2.0
2013-08-01,0,0,22092,64.0,3.0
2013-09-01,0,0,22092,64.0,4.0
2013-12-01,0,0,22092,64.0,5.0
2013-01-16,0,0,22092,64.0,1.0
2013-12-01,0,16,22092,109.0,1.0
2013-01-16,0,16,22092,109.0,1.0
2013-01-26,0,16,22092,109.0,3.0
2013-01-27,0,16,22092,109.0,1.0
2013-06-01,0,14,22092,109.0,2.0
2013-07-01,0,14,22092,109.0,1.0
2013-08-01,0,14,22092,109.0,3.0
2013-12-01,0,14,22092,109.0,1.0
2013-07-01,0,10,22092,64.0,1.0
2013-08-01,0,10,22092,64.0,1.0
2013-11-01,0,10,22092,64.0,1.0
2013-01-29,0,10,22092,64.0,2.0
2013-01-27,0,30,22092,109.0,2.0
2013-01-26,0,30,22092,109.0,3.0
2013-01-23,0,30,22092,109.0,1.0
2013-11-01,0,30,22092,109.0,1.0
2013-09-01,0,30,22092,109.0,1.0
2013-04-01,0,30,22092,109.0,1.0
2013-01-31,0,31,22092,109.0,1.0
2013-01-25,0,31,22092,109.0,1.0
2013-01-24,0,31,22092,109.0,2.0
2013-06-01,0,31,22092,109.0,1.0
2013-04-01,0,31,22092,109.0,7.0
2013-03-01,0,31,22092,109.0,5.0
2013-02-01,0,31,22092,108.77,11.0
2013-01-21,0,31,22092,109.0,2.0
2013-01-01,0,54,22092,109.0,5.0
2013-03-01,0,54,22092,109.0,1.0
2013-07-01,0,54,22092,109.0,2.0
2013-08-01,0,54,22092,109.0,3.0
2013-01-13,0,54,22092,109.0,1.0
2013-01-19,0,59,22092,109.0,2.0
2013-02-01,0,56,22092,109.0,1.0
2013-03-01,0,56,22092,109.0,9.0
2013-01-23,0,43,22092,109.0,1.0
2013-01-16,0,43,22092,109.0,1.0
2013-01-15,0,43,22092,109.0,3.0
2013-03-01,0,42,22092,109.0,1.0
2013-01-23,0,51,22092,64.0,5.0
2013-01-22,0,52,22092,109.0,1.0
2013-05-01,0,52,22092,109.0,1.0
2013-04-01,0,52,22092,109.0,2.0
2013-01-25,0,50,22092,109.0,3.0
2013-12-01,0,50,22092,109.0,3.0
2013-01-30,0,41,22092,109.0,1.0
2013-11-01,0,41,22092,109.0,4.0
2013-07-01,0,41,22092,109.0,1.0
2013-01-20,0,37,22092,109.0,2.0
2013-01-19,0,37,22092,109.0,1.0
2013-01-13,0,37,22092,109.0,1.0
2013-08-01,0,37,22092,109.0,1.0
2013-08-01,0,46,22092,109.0,1.0
2013-06-01,0,46,22092,109.0,1.0
2013-11-01,0,44,22092,109.0,1.0
2013-01-19,0,45,22092,109.0,1.0
2013-08-01,0,45,22092,109.0,2.0
2013-04-01,0,45,22092,109.0,1.0
2013-02-01,0,45,22092,109.0,1.0
2013-06-02,1,51,22092,64.0,1.0
2013-11-02,1,51,22092,64.0,2.0
2013-02-16,1,51,22092,64.0,1.0
2013-02-17,1,51,22092,64.0,1.0
2013-02-23,1,51,22092,64.0,1.0
2013-02-25,1,51,22092,64.0,1.0
2013-02-17,1,50,22092,109.0,3.0
2013-02-17,1,46,22092,109.0,1.0
2013-02-14,1,46,22092,109.0,1.0
2013-09-02,1,46,22092,109.0,2.0
2013-02-13,1,46,22092,109.0,1.0
2013-05-02,1,43,22092,109.0,1.0
2013-08-02,1,42,22092,109.0,1.0
2013-02-15,1,56,22092,109.0,1.0
2013-05-02,1,52,22092,109.0,1.0
2013-02-19,1,52,22092,109.0,1.0
2013-02-22,1,16,22092,109.0,1.0
2013-02-23,1,16,22092,109.0,5.0
2013-02-26,1,16,22092,109.0,3.0
2013-02-02,1,16,22092,109.0,1.0
2013-02-16,1,18,22092,109.0,1.0
2013-02-21,1,18,22092,109.0,1.0
2013-02-16,1,14,22092,109.0,1.0
2013-02-17,1,14,22092,109.0,2.0
2013-02-24,1,14,22092,109.0,1.0
2013-03-02,1,19,22092,109.0,2.0
2013-04-02,1,19,22092,109.0,1.0
2013-03-02,1,4,22092,109.0,2.0
2013-02-22,1,1,22092,64.0,2.0
2013-02-18,1,1,22092,64.0,3.0
2013-12-02,1,1,22092,64.0,2.0
2013-02-02,1,1,22092,64.0,1.0
2013-02-23,1,1,22092,64.0,3.0
2013-09-02,1,6,22092,109.0,6.0
2013-12-02,1,6,22092,109.0,3.0
2013-05-02,1,10,22092,64.0,2.0
2013-08-02,1,10,22092,64.0,3.0
2013-10-02,1,10,22092,64.0,1.0
2013-02-22,1,10,22092,64.0,1.0
2013-02-24,1,0,22092,64.0,2.0
2013-02-14,1,0,22092,64.0,2.0
2013-11-02,1,0,22092,64.0,2.0
2013-10-02,1,0,22092,64.0,2.0
2013-09-02,1,0,22092,64.0,1.0
2013-08-02,1,0,22092,64.0,1.0
2013-03-02,1,0,22092,64.0,2.0
2013-02-27,1,0,22092,64.0,1.0
2013-01-02,1,0,22092,64.0,2.0
2013-02-13,1,31,22092,109.0,2.0
2013-02-19,1,31,22092,109.0,1.0
2013-02-20,1,31,22092,109.0,2.0
2013-02-23,1,31,22092,109.0,5.0
2013-02-26,1,31,22092,109.0,2.0
2013-10-02,1,31,22092,109.0,2.0
2013-07-02,1,31,22092,109.0,3.0
2013-02-16,1,41,22092,109.0,2.0
2013-02-23,1,41,22092,109.0,1.0
2013-03-02,1,41,22092,109.0,1.0
2013-03-02,1,45,22092,109.0,1.0
2013-03-02,1,44,22092,109.0,2.0
2013-10-02,1,44,22092,109.0,2.0
2013-02-15,1,44,22092,109.0,1.0
2013-06-02,1,37,22092,109.0,1.0
2013-02-14,1,25,22092,109.0,1.0
2013-01-02,1,25,22092,109.0,1.0
2013-02-20,1,25,22092,109.0,1.0
2013-02-27,1,25,22092,109.0,3.0
2013-02-15,1,30,22092,109.0,4.0
2013-02-17,1,30,22092,109.0,1.0
2013-02-19,1,30,22092,109.0,1.0
2013-01-02,1,28,22092,109.0,1.0
2013-02-26,1,28,22092,109.0,3.0
2013-05-03,2,37,22092,109.0,1.0
2013-02-03,2,37,22092,109.0,1.0
2013-03-24,2,46,22092,109.0,2.0
2013-03-24,2,30,22092,109.0,1.0
2013-06-03,2,30,22092,109.0,2.0
2013-03-19,2,31,22092,109.0,2.0
2013-03-29,2,31,22092,109.0,2.0
2013-03-31,2,54,22092,109.0,1.0
2013-03-30,2,54,22092,109.0,1.0
2013-09-03,2,54,22092,109.0,1.0
2013-03-19,2,43,22092,109.0,2.0
2013-10-03,2,43,22092,109.0,1.0
2013-03-30,2,51,22092,64.0,2.0
2013-03-27,2,51,22092,64.0,1.0
2013-03-17,2,51,22092,64.0,1.0
2013-03-26,2,52,22092,109.0,1.0
2013-02-03,2,52,22092,109.0,3.0
2013-03-16,2,18,22092,109.0,1.0
2013-02-03,2,18,22092,109.0,1.0
2013-03-31,2,16,22092,109.0,3.0
2013-03-30,2,16,22092,109.0,1.0
2013-03-24,2,16,22092,109.0,1.0
2013-03-17,2,16,22092,109.0,1.0
2013-09-03,2,16,22092,109.0,1.0
2013-05-03,2,16,22092,109.0,2.0
2013-01-03,2,16,22092,109.0,1.0
2013-12-03,2,22,22092,109.0,1.0
2013-08-03,2,21,22092,109.0,2.0
2013-09-03,2,19,22092,109.0,3.0
2013-03-22,2,6,22092,109.0,2.0
2013-03-16,2,6,22092,109.0,3.0
2013-03-03,2,14,22092,109.0,1.0
2013-08-03,2,14,22092,109.0,2.0
2013-03-29,2,10,22092,64.0,1.0
2013-09-03,2,27,22092,109.0,1.0
2013-03-23,2,27,22092,109.0,1.0
2013-03-31,2,28,22092,109.0,3.0
2013-03-25,2,28,22092,109.0,3.0
2013-03-31,2,26,22092,109.0,1.0
2013-03-27,2,25,22092,109.0,1.0
2013-03-19,2,25,22092,109.0,2.0
2013-03-16,2,25,22092,109.0,1.0
2013-03-14,2,25,22092,109.0,1.0
2013-09-03,2,25,22092,109.0,8.0
2013-07-03,2,25,22092,109.0,2.0
2013-05-03,2,25,22092,109.0,2.0
2013-03-03,2,25,22092,109.0,3.0
2013-03-16,2,58,22092,109.0,1.0
2013-10-03,2,58,22092,109.0,1.0
2013-03-03,2,58,22092,109.0,3.0
2013-06-03,2,58,22092,109.0,1.0
2013-03-24,2,57,22092,109.0,2.0
2013-03-23,2,57,22092,109.0,2.0
2013-03-20,2,57,22092,109.0,3.0
2013-03-17,2,57,22092,109.0,2.0
2013-03-16,2,57,22092,109.0,1.0
2013-03-03,2,57,22092,109.0,2.0
2013-01-03,2,57,22092,109.0,3.0
2013-10-03,2,59,22092,103.55,3.0
2013-06-03,2,59,22092,109.0,2.0
2013-12-03,2,4,22092,109.0,3.0
2013-03-17,2,4,22092,109.0,1.0
2013-06-04,3,21,22092,109.0,3.0
2013-04-15,3,22,22092,109.0,2.0
2013-04-28,3,27,22092,109.0,1.0
2013-04-26,3,27,22092,109.0,1.0
2013-04-22,3,28,22092,109.0,3.0
2013-06-04,3,25,22092,109.0,1.0
2013-04-22,3,25,22092,109.0,1.0
2013-04-25,3,25,22092,109.0,1.0
2013-04-26,3,25,22092,109.0,2.0
2013-04-27,3,25,22092,87.0,1.0
2013-06-04,3,10,22092,64.0,2.0
2013-08-04,3,10,22092,64.0,1.0
2013-04-30,3,10,22092,64.0,2.0
2013-04-27,3,10,22092,64.0,1.0
2013-04-27,3,2,22092,109.0,1.0
2013-04-04,3,2,22092,109.0,1.0
2013-04-23,3,6,22092,109.0,2.0
2013-04-22,3,6,22092,109.0,1.0
2013-01-04,3,4,22092,109.0,1.0
2013-04-14,3,18,22092,109.0,1.0
2013-02-04,3,19,22092,109.0,1.0
2013-04-26,3,14,22092,109.0,1.0
2013-04-17,3,16,22092,109.0,1.0
2013-04-24,3,16,22092,109.0,1.0
2013-04-20,3,52,22092,109.0,1.0
2013-03-04,3,51,22092,64.0,1.0
2013-04-16,3,51,22092,64.0,1.0
2013-04-27,3,51,22092,64.0,3.0
2013-04-20,3,50,22092,109.0,3.0
2013-06-04,3,57,22092,109.0,1.0
2013-09-04,3,57,22092,109.0,1.0
2013-11-04,3,57,22092,109.0,1.0
2013-12-04,3,57,22092,109.0,3.0
2013-04-13,3,57,22092,109.0,3.0
2013-04-14,3,57,22092,109.0,2.0
2013-04-21,3,57,22092,109.0,1.0
2013-04-22,3,57,22092,109.0,1.0
2013-04-24,3,57,22092,109.0,1.0
2013-01-04,3,59,22092,109.0,2.0
2013-07-04,3,54,22092,109.0,7.0
2013-11-04,3,54,22092,109.0,1.0
2013-01-04,3,31,22092,109.0,1.0
2013-10-04,3,31,22092,109.0,1.0
2013-04-16,3,31,22092,109.0,1.0
2013-04-17,3,31,22092,109.0,1.0
2013-04-27,3,31,22092,109.0,3.0
2013-04-30,3,31,22092,109.0,2.0
2013-04-24,3,31,22092,109.0,2.0
2013-07-04,3,30,22092,109.0,3.0
2013-10-04,3,30,22092,109.0,1.0
2013-10-04,3,44,22092,109.0,1.0
2013-04-20,3,37,22092,109.0,3.0
2013-04-25,3,37,22092,109.0,1.0
2013-06-04,3,41,22092,109.0,2.0
2013-04-21,3,41,22092,109.0,1.0
2013-05-18,4,27,22092,109.0,1.0
2013-01-05,4,28,22092,109.0,3.0
2013-02-05,4,28,22092,109.0,2.0
2013-08-05,4,28,22092,109.0,1.0
2013-01-05,4,19,22092,109.0,1.0
2013-06-05,4,22,22092,109.0,2.0
2013-01-05,4,25,22092,109.0,1.0
2013-12-05,4,25,22092,109.0,2.0
2013-05-24,4,25,22092,109.0,4.0
2013-06-05,4,41,22092,109.0,1.0
2013-05-18,4,38,22092,109.0,1.0
2013-05-28,4,37,22092,109.0,1.0
2013-05-16,4,44,22092,109.0,2.0
2013-05-17,4,44,22092,109.0,1.0
2013-05-19,4,44,22092,109.0,1.0
2013-05-30,4,46,22092,109.0,1.0
2013-05-22,4,30,22092,109.0,1.0
2013-05-30,4,31,22092,109.0,2.0
2013-05-22,4,31,22092,109.0,1.0
2013-05-21,4,31,22092,109.0,2.0
2013-05-20,4,31,22092,109.0,2.0
2013-05-14,4,31,22092,109.0,1.0
2013-12-05,4,31,22092,109.0,1.0
2013-07-05,4,31,22092,109.0,1.0
2013-06-05,4,31,22092,109.0,2.0
2013-01-05,4,31,22092,109.0,2.0
2013-05-16,4,31,22092,109.0,2.0
2013-01-05,4,50,22092,109.0,3.0
2013-12-05,4,50,22092,109.0,1.0
2013-05-25,4,50,22092,109.0,3.0
2013-01-05,4,51,22092,64.0,1.0
2013-11-05,4,51,22092,64.0,2.0
2013-05-15,4,51,22092,64.0,1.0
2013-05-24,4,51,22092,64.0,2.0
2013-05-28,4,57,22092,109.0,1.0
2013-05-20,4,57,22092,109.0,1.0
2013-05-18,4,57,22092,109.0,4.0
2013-05-17,4,57,22092,109.0,1.0
2013-12-05,4,57,22092,109.0,2.0
2013-01-05,4,57,22092,109.0,1.0
2013-05-15,4,54,22092,109.0,3.0
2013-06-05,4,59,22092,109.0,2.0
2013-04-05,4,59,22092,109.0,3.0
2013-05-19,4,14,22092,109.0,1.0
2013-02-05,4,14,22092,109.0,2.0
2013-09-05,4,18,22092,109.0,1.0
2013-04-05,4,16,22092,109.0,1.0
2013-10-05,4,16,22092,109.0,2.0
2013-07-05,4,16,22092,109.0,3.0
2013-05-25,4,43,22092,109.0,1.0
2013-05-16,4,6,22092,109.0,1.0
2013-06-05,4,6,22092,109.0,1.0
2013-01-05,4,6,22092,109.0,1.0
2013-06-16,5,28,22092,109.0,6.0
2013-06-21,5,28,22092,109.0,2.0
2013-06-23,5,28,22092,109.0,2.0
2013-06-25,5,28,22092,109.0,3.0
2013-06-26,5,28,22092,109.0,2.0
2013-06-28,5,28,22092,109.0,1.0
2013-06-30,5,28,22092,109.0,2.0
2013-06-23,5,41,22092,109.0,1.0
2013-06-23,5,44,22092,109.0,1.0
2013-03-06,5,44,22092,109.0,2.0
2013-07-06,5,45,22092,109.0,1.0
2013-06-22,5,31,22092,109.0,1.0
2013-06-21,5,31,22092,109.0,2.0
2013-06-19,5,31,22092,109.0,1.0
2013-06-18,5,31,22092,109.0,1.0
2013-06-14,5,31,22092,109.0,1.0
2013-01-06,5,31,22092,109.0,1.0
2013-06-15,5,37,22092,109.0,1.0
2013-06-21,5,10,22092,64.0,2.0
2013-06-29,5,10,22092,64.0,2.0
2013-02-06,5,16,22092,109.0,1.0
2013-06-14,5,16,22092,109.0,1.0
2013-06-22,5,16,22092,109.0,1.0
2013-06-22,5,4,22092,109.0,1.0
2013-02-06,5,4,22092,109.0,1.0
2013-06-22,5,6,22092,109.0,1.0
2013-11-06,5,6,22092,109.0,1.0
2013-06-22,5,25,22092,109.0,2.0
2013-06-17,5,25,22092,109.0,2.0
2013-02-06,5,25,22092,109.0,1.0
2013-06-30,5,18,22092,109.0,1.0
2013-05-06,5,19,22092,109.0,2.0
2013-06-23,5,21,22092,109.0,3.0
2013-06-22,5,21,22092,109.0,1.0
2013-06-06,5,22,22092,109.0,1.0
2013-02-06,5,56,22092,109.0,3.0
2013-06-28,5,54,22092,109.0,1.0
2013-06-25,5,54,22092,109.0,1.0
2013-06-18,5,54,22092,109.0,2.0
2013-06-15,5,54,22092,109.0,1.0
2013-08-06,5,58,22092,109.0,2.0
2013-10-06,5,58,22092,109.0,1.0
2013-06-28,5,58,22092,109.0,1.0
2013-07-06,5,57,22092,109.0,2.0
2013-08-06,5,57,22092,88.9,1.0
2013-09-06,5,57,22092,109.0,3.0
2013-06-18,5,57,22092,109.0,1.0
2013-06-23,5,57,22092,109.0,2.0
2013-06-28,5,57,22092,109.0,2.0
2013-06-26,5,57,22092,109.0,2.0
2013-06-27,5,51,22092,64.0,2.0
2013-06-21,5,51,22092,64.0,5.0
2013-06-18,5,51,22092,64.0,1.0
2013-08-06,5,51,22092,64.0,2.0
2013-09-06,5,50,22092,109.0,1.0
2013-06-27,5,52,22092,109.0,1.0
2013-01-07,6,26,22092,109.0,1.0
2013-03-07,6,25,22092,109.0,3.0
2013-07-28,6,25,22092,109.0,2.0
2013-04-07,6,31,22092,109.0,2.0
2013-06-07,6,31,22092,109.0,7.0
2013-09-07,6,31,22092,109.0,2.0
2013-12-07,6,31,22092,109.0,4.0
2013-04-07,6,28,22092,109.0,2.0
2013-06-07,6,28,22092,109.0,1.0
2013-07-27,6,28,22092,109.0,2.0
2013-07-28,6,28,22092,109.0,1.0
2013-07-31,6,28,22092,109.0,1.0
2013-07-13,6,30,22092,109.0,2.0
2013-06-07,6,10,22092,64.0,1.0
2013-05-07,6,10,22092,64.0,1.0
2013-07-18,6,10,22092,64.0,1.0
2013-01-07,6,14,22092,109.0,2.0
2013-09-07,6,14,22092,109.0,1.0
2013-07-21,6,4,22092,109.0,2.0
2013-01-07,6,2,22092,109.0,1.0
2013-08-07,6,6,22092,109.0,1.0
2013-09-07,6,6,22092,87.2,2.0
2013-07-19,6,6,22092,109.0,1.0
2013-07-23,6,6,22092,109.0,1.0
2013-07-25,6,19,22092,109.0,1.0
2013-09-07,6,21,22092,109.0,1.0
2013-07-30,6,16,22092,109.0,1.0
2013-07-26,6,16,22092,109.0,1.0
2013-07-25,6,16,22092,109.0,1.0
2013-07-17,6,16,22092,109.0,1.0
2013-07-20,6,16,22092,109.0,1.0
2013-01-07,6,54,22092,109.0,1.0
2013-02-07,6,54,22092,109.0,3.0
